DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;6919;CAMILO FAUSTINO DE MELLO PROFESSOR;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;6920;WASHINGTON LUIZ DOUTOR;2;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;6920;WASHINGTON LUIZ DOUTOR;2;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;35543;PAULO FERRARI MASSARO PROFESSOR;2;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;35543;PAULO FERRARI MASSARO PROFESSOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;40496;TADAO SAKAI VEREADOR;3;13
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;41117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;41117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;2;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41130;NARCISO YAGUE GUIMARAES VEREADOR;3;19
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;41130;NARCISO YAGUE GUIMARAES VEREADOR;2;8
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;41142;THIMOTEO VAN DEN BROECK FREI;5;12
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;41142;THIMOTEO VAN DEN BROECK FREI;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41944;ENEDINA GOMES DE FREITAS PROFESSORA;3;10
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;43795;JOSE AYUMAR GONCALVES DE MIRANDA PROFESSOR;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;44982;CLAUDIO ABRAHAO PROFESSOR;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;44982;CLAUDIO ABRAHAO PROFESSOR;1;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;46449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;2;8
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;46449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;2;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;48495;LUCINDA BASTOS PROFESSORA;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48495;LUCINDA BASTOS PROFESSORA;6;28
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;48495;LUCINDA BASTOS PROFESSORA;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;79873;VANIA APARECIDA CASSARA PROFESSORA;5;14
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;79873;VANIA APARECIDA CASSARA PROFESSORA;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;79900;BERNARDO MURPHY PADRE;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;79900;BERNARDO MURPHY PADRE;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;191243;IRENE CAPORALI DE SOUZA PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;191255;ALCIDES CELESTINO FILHO VEREADOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;191255;ALCIDES CELESTINO FILHO VEREADOR;4;13
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;191255;ALCIDES CELESTINO FILHO VEREADOR;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;191267;DAGOBERTO JOSE MACHADO;1;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;446312;KOHEIJI ADACHI;3;11
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901945;ILSON GOMES PROFESSOR;3;13
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;901945;ILSON GOMES PROFESSOR;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;906335;ANTONIO MARMORA FILHO MAESTRO;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;906335;ANTONIO MARMORA FILHO MAESTRO;3;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;906347;SUELI OLIVEIRA SILVA MARTINS PROFESSORA;1;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;906682;HELENA URBANO NAGIB PROFESSORA;2;16
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;906682;HELENA URBANO NAGIB PROFESSORA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;908514;DORA PERETTI DE OLIVEIRA PROFESSORA;2;10
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;908514;DORA PERETTI DE OLIVEIRA PROFESSORA;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;910405;PAULO DE OLIVEIRA MELLO PROFESSOR;3;11
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;910405;PAULO DE OLIVEIRA MELLO PROFESSOR;2;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;2;4
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;912190;PAULO TAPAJOS;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;3;14
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;916924;EURYCLIDES DE JESUS ZERBINI;10;27
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;916948;JOSE SANCHES JOSENDE PROFESSOR;1;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;916959;BRANCA BAUMANN DO AMARAL PROFESSORA;4;13
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;916959;BRANCA BAUMANN DO AMARAL PROFESSORA;2;9
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;916961;JOSE RIBEIRO GUIMARAES;1;5
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;916961;JOSE RIBEIRO GUIMARAES;1;1
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;921063;ALZIRA FERNANDES SCUNGISQUI;1;3
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;921063;ALZIRA FERNANDES SCUNGISQUI;1;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;923060;CID BOUCAULT PROFESSOR;2;6
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;923060;CID BOUCAULT PROFESSOR;4;25
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;923060;CID BOUCAULT PROFESSOR;2;9
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;923072;ISABEL FERREIRA DA SILVA PROFESSORA BELINHA;2;7
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;923977;ISAAC GRINBERG HISTORIADOR;4;17
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;923977;ISAAC GRINBERG HISTORIADOR;2;2
MOGI DAS CRUZES;MOGI DAS CRUZES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;924830;ADELAIDE MARIA DE BARROS PROFESSORA;1;3
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;6737;OLGA CHAKUR FARAH PROFESSORA;2;14
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;6737;OLGA CHAKUR FARAH PROFESSORA;2;3
MOGI DAS CRUZES;SALESOPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;6750;ELISIARIO PINTO DE MORAIS VEREADOR;1;5
MOGI MIRIM;AGUAS DE LINDOIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17632;VICENTE RIZZO DR;2;7
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17536;FRANCISCO DA SILVEIRA FRANCO;1;2
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DF - CRPE;8;17536;FRANCISCO DA SILVEIRA FRANCO;2;5
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17536;FRANCISCO DA SILVEIRA FRANCO;2;4
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;17536;FRANCISCO DA SILVEIRA FRANCO;1;1
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17553;RANGEL PESTANA;1;2
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17553;RANGEL PESTANA;2;11
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;17553;RANGEL PESTANA;2;9
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17577;CORIOLANO BURGOS DR;1;2
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;17577;CORIOLANO BURGOS DR;1;3
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;452312;GISSELDA APARECIDA TUROLA PIOVEZAN;1;1
MOGI MIRIM;AMPARO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;452312;GISSELDA APARECIDA TUROLA PIOVEZAN;1;1
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;925275;JARDIM BELA VISTA;2;2
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;925275;JARDIM BELA VISTA;2;5
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;925275;JARDIM BELA VISTA;2;2
MOGI MIRIM;CONCHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;925275;JARDIM BELA VISTA;1;6
MOGI MIRIM;ITAPIRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17619;JULIO MESQUITA DR;2;6
MOGI MIRIM;LINDOIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17437;PEDRO DE TOLEDO;1;1
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20400;ANALIA DE ALMEIDA BUENO PROFA;3;14
MOGI MIRIM;MOGI GUACU;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;20400;ANALIA DE ALMEIDA BUENO PROFA;1;2
MOGI MIRIM;MOGI MIRIM;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20308;VENANCIO CORONEL;2;9
MOGI MIRIM;MOGI MIRIM;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;20308;VENANCIO CORONEL;1;1
MOGI MIRIM;MOGI MIRIM;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;20624;VALERIO STRANG PROF;1;2
MOGI MIRIM;MOGI MIRIM;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;20631;NORA MONSENHOR;1;3
MOGI MIRIM;PEDREIRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17401;JOAO PEDRO DE GODOY MOREIRA CEL;3;15
MOGI MIRIM;PEDREIRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17656;SYLVIO DE AGUIAR MAYA DR;3;13
MOGI MIRIM;PEDREIRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;17656;SYLVIO DE AGUIAR MAYA DR;1;8
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;17644;JOVINO SILVEIRA DR;2;5
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;17644;JOVINO SILVEIRA DR;7;35
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;17644;JOVINO SILVEIRA DR;3;10
MOGI MIRIM;SERRA NEGRA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;17644;JOVINO SILVEIRA DR;4;29
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;36;JOAO SOLIMEO;6;39
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;61;SUZANA DE CAMPOS DONA;3;14
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;85;JULIO CESAR DE OLIVEIRA PROFESSOR;3;11
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;127;JOSE ALTENFELDER SILVA PROFESSOR;3;8
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;164;PIO TELLES PEIXOTO PROFESSOR;2;10
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;176;ZENAIDE VILALVA DE ARAUJO PROFESSORA;9;54
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;206;ALIPIO DE BARROS PROFESSOR;6;21
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;243;ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA;4;31
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;279;GALDINO LOPES CHAGAS PROFESSOR;2;7
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;361;PASQUALE PECCICACCO;4;23
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;450;AUGUSTO RIBEIRO DE CARVALHO PROFESSOR;2;12
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;565;NOSSA SENHORA DO RETIRO;6;22
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;619;REGENTE FEIJO;3;17
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;38097;ITALO BETARELLO;5;28
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;46218;JOSE BARBOSA DE ALMEIDA PROFESSOR;5;16
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;46267;JOAO NOGUEIRA LOTUFO PROFESSOR;1;3
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;48598;PAULO TRAJANO DA SILVEIRA SANTOS PROFESSOR;2;8
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901684;EDUARDO GOMES BRIGADEIRO COHAB;5;22
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;910302;HELIOS HEBER LINO PROFESSOR;2;13
NORTE 1;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;923624;PARQUE ANHANGUERA;5;23
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;735;PAUL HUGON PROF;3;15
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;772;VISCONDE DE INHAUMA ALMIRANTE;2;6
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;863;JOSE MARCELINO DA FONSECA MAJOR;1;3
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;863;JOSE MARCELINO DA FONSECA MAJOR;1;1
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;875;CASTRO ALVES;2;3
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;905;CARLOS DE LAET PROF;5;22
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1016;ALBERTO CARDOSO DE MELLO NETO DR;5;31
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;1016;ALBERTO CARDOSO DE MELLO NETO DR;1;3
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1028;VICTOR DOS SANTOS CUNHA PROF;4;26
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1041;JOHANN GUTENBERG;2;10
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1065;DAVID EUGENIO DOS SANTOS PROF;3;12
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;1077;JUDITH GUIMARAES DOS SANTOS PROFA;1;3
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;1077;JUDITH GUIMARAES DOS SANTOS PROFA;2;6
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1089;GABRIELA MISTRAL;2;9
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;1089;GABRIELA MISTRAL;1;3
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1090;JOSE MARIA REYS PROF;2;8
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;1090;JOSE MARIA REYS PROF;2;11
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;1119;EURIPEDES DE CASTRO;3;8
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;1132;PEDRO ALEXANDRINO;3;5
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;1168;ALFREDO INACIO TRINDADE;1;4
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;1173;ALBINO CESAR;4;18
NORTE 2;SAO PAULO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;1173;ALBINO CESAR;1;2
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;1173;ALBINO CESAR;1;2
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1181;RAFAEL DE MORAES LIMA PROF;4;22
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;1181;RAFAEL DE MORAES LIMA PROF;3;13
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1193;PHILOMENA BAYLAO PROFA;2;10
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1200;LAEL DE MOURA PRADO PROF;4;23
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1211;MIGUEL VIEIRA FERREIRA DR;2;10
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1284;AMENAIDE BRAGA DE QUEIROZ PROFA;2;7
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1302;ARNALDO BARRETO;4;16
NORTE 2;SAO PAULO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;1338;MARIA ANGELITA SAYAGO LAET PROFA;1;7
